EigenValues:
(-8.00773e+08,0)
(-8.00773e+08,0)
(-6.94429e+07,0)
(-6.94373e+07,0)
(-6.9428e+07,0)
(-6.94149e+07,0)
(-6.93982e+07,0)
(-6.93776e+07,0)
(-6.93534e+07,0)
(-6.93254e+07,0)
(-6.92937e+07,0)
(-6.92583e+07,0)
(-6.92192e+07,0)
(-6.91764e+07,0)
(-6.91299e+07,0)
(-6.90796e+07,0)
(-6.90257e+07,0)
(-6.89681e+07,0)
(-6.89068e+07,0)
(-6.88419e+07,0)
(-6.87732e+07,0)
(-6.87009e+07,0)
(-6.8625e+07,0)
(-6.85454e+07,0)
(-6.84622e+07,0)
(-6.83753e+07,0)
(-6.82849e+07,0)
(-6.81908e+07,0)
(-6.80931e+07,0)
(-6.79918e+07,0)
(-6.7887e+07,0)
(-6.77786e+07,0)
(-6.76666e+07,0)
(-6.75511e+07,0)
(-6.74321e+07,0)
(-6.73096e+07,0)
(-6.71835e+07,0)
(-6.7054e+07,0)
(-6.69209e+07,0)
(-6.67845e+07,0)
(-6.66446e+07,0)
(-6.65012e+07,0)
(-6.63544e+07,0)
(-6.62043e+07,0)
(-6.60507e+07,0)
(-6.58938e+07,0)
(-6.57335e+07,0)
(-6.55699e+07,0)
(-6.5403e+07,0)
(-6.52328e+07,0)
(-6.50592e+07,0)
(-6.48825e+07,0)
(-6.47025e+07,0)
(-6.45193e+07,0)
(-6.43328e+07,0)
(-6.41432e+07,0)
(-6.39504e+07,0)
(-6.37545e+07,0)
(-6.35555e+07,0)
(-6.33533e+07,0)
(-6.31481e+07,0)
(-6.29398e+07,0)
(-6.27285e+07,0)
(-6.25142e+07,0)
(-6.22969e+07,0)
(-6.20766e+07,0)
(-6.18534e+07,0)
(-6.16273e+07,0)
(-6.13983e+07,0)
(-6.11664e+07,0)
(-6.09317e+07,0)
(-6.06941e+07,0)
(-6.04538e+07,0)
(-6.02107e+07,0)
(-5.99648e+07,0)
(-5.97163e+07,0)
(-5.9465e+07,0)
(-5.92111e+07,0)
(-5.89546e+07,0)
(-5.86955e+07,0)
(-5.84337e+07,0)
(-5.81695e+07,0)
(-5.79027e+07,0)
(-5.76334e+07,0)
(-5.73616e+07,0)
(-5.70875e+07,0)
(-5.68109e+07,0)
(-5.65319e+07,0)
(-5.62506e+07,0)
(-5.5967e+07,0)
(-5.56811e+07,0)
(-5.5393e+07,0)
(-5.51026e+07,0)
(-5.481e+07,0)
(-5.45153e+07,0)
(-5.42184e+07,0)
(-5.39195e+07,0)
(-5.36185e+07,0)
(-5.33154e+07,0)
(-5.30104e+07,0)
(-5.27034e+07,0)
(-5.23945e+07,0)
(-5.20836e+07,0)
(-5.17709e+07,0)
(-5.14564e+07,0)
(-5.114e+07,0)
(-5.08219e+07,0)
(-5.05021e+07,0)
(-5.01806e+07,0)
(-4.98574e+07,0)
(-4.95325e+07,0)
(-4.92061e+07,0)
(-4.88782e+07,0)
(-4.85487e+07,0)
(-4.82177e+07,0)
(-4.78853e+07,0)
(-4.75514e+07,0)
(-4.72162e+07,0)
(-4.68796e+07,0)
(-4.65418e+07,0)
(-4.62026e+07,0)
(-4.58623e+07,0)
(-4.55207e+07,0)
(-4.5178e+07,0)
(-4.48341e+07,0)
(-4.44891e+07,0)
(-4.41432e+07,0)
(-4.37961e+07,0)
(-4.34482e+07,0)
(-4.30992e+07,0)
(-4.27494e+07,0)
(-4.23987e+07,0)
(-4.20472e+07,0)
(-4.16949e+07,0)
(-4.13419e+07,0)
(-4.09881e+07,0)
(-4.06337e+07,0)
(-4.02786e+07,0)
(-3.9923e+07,0)
(-3.95667e+07,0)
(-3.921e+07,0)
(-3.88528e+07,0)
(-3.84951e+07,0)
(-3.8137e+07,0)
(-3.77786e+07,0)
(-3.74198e+07,0)
(-3.70607e+07,0)
(-3.67014e+07,0)
(-3.63419e+07,0)
(-3.59822e+07,0)
(-3.56224e+07,0)
(-3.52624e+07,0)
(-3.49024e+07,0)
(-3.45424e+07,0)
(-3.41824e+07,0)
(-3.38225e+07,0)
(-3.34627e+07,0)
(-3.3103e+07,0)
(-3.27434e+07,0)
(-3.23841e+07,0)
(-3.20251e+07,0)
(-3.16663e+07,0)
(-3.13078e+07,0)
(-3.09498e+07,0)
(-3.05921e+07,0)
(-3.02349e+07,0)
(-2.98781e+07,0)
(-2.95219e+07,0)
(-2.91662e+07,0)
(-2.88112e+07,0)
(-2.84567e+07,0)
(-2.8103e+07,0)
(-2.77499e+07,0)
(-2.73976e+07,0)
(-2.70461e+07,0)
(-2.66954e+07,0)
(-2.63456e+07,0)
(-2.59967e+07,0)
(-2.56487e+07,0)
(-2.53017e+07,0)
(-2.49557e+07,0)
(-2.46108e+07,0)
(-2.42669e+07,0)
(-2.39242e+07,0)
(-2.35826e+07,0)
(-2.32422e+07,0)
(-2.29031e+07,0)
(-2.25652e+07,0)
(-2.22286e+07,0)
(-2.18934e+07,0)
(-2.15596e+07,0)
(-2.12271e+07,0)
(-2.08962e+07,0)
(-2.05667e+07,0)
(-2.02387e+07,0)
(-1.99123e+07,0)
(-1.95875e+07,0)
(-1.92643e+07,0)
(-1.89428e+07,0)
(-1.86229e+07,0)
(-1.83048e+07,0)
(-1.79885e+07,0)
(-1.76739e+07,0)
(-1.73612e+07,0)
(-1.70504e+07,0)
(-1.67415e+07,0)
(-1.64344e+07,0)
(-1.61294e+07,0)
(-1.58264e+07,0)
(-1.55253e+07,0)
(-1.52264e+07,0)
(-1.49295e+07,0)
(-1.46348e+07,0)
(-1.43423e+07,0)
(-1.40519e+07,0)
(-1.37637e+07,0)
(-1.34778e+07,0)
(-1.31942e+07,0)
(-1.29129e+07,0)
(-1.2634e+07,0)
(-1.23574e+07,0)
(-1.20832e+07,0)
(-1.18115e+07,0)
(-1.15422e+07,0)
(-1.12754e+07,0)
(-1.10111e+07,0)
(-1.07494e+07,0)
(-1.04903e+07,0)
(-1.02337e+07,0)
(-9.97981e+06,0)
(-9.72857e+06,0)
(-9.48001e+06,0)
(-9.23416e+06,0)
(-8.99106e+06,0)
(-8.75072e+06,0)
(-8.51317e+06,0)
(-8.27844e+06,0)
(-8.04656e+06,0)
(-7.81754e+06,0)
(-7.59141e+06,0)
(-7.3682e+06,0)
(-7.14793e+06,0)
(-6.93063e+06,0)
(-6.71631e+06,0)
(-6.505e+06,0)
(-6.29673e+06,0)
(-6.09151e+06,0)
(-5.88937e+06,0)
(-5.69033e+06,0)
(-5.49442e+06,0)
(-5.30164e+06,0)
(-5.11202e+06,0)
(-4.92559e+06,0)
(-4.74237e+06,0)
(-4.56236e+06,0)
(-4.3856e+06,0)
(-4.2121e+06,0)
(-4.04187e+06,0)
(-3.87495e+06,0)
(-3.71134e+06,0)
(-3.55107e+06,0)
(-3.39415e+06,0)
(-3.24059e+06,0)
